@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'om/google/gson/internal/bind/MapTypeAdapterFactory$Adapter/write(com.google.gson.stream.JsonWriter,java.util.Map)','java/util/List/add(java.lang.Object) java/util/List/get(int) java/util/Map$Entry/getValue() java/util/Map/entrySet() java/util/ArrayList/ArrayList(int) java/lang/String/valueOf(java.lang.Object) java/util/List/size() java/util/Map/size() java/util/Set/iterator('
'om/google/gson/DefaultDateTypeAdapter/deserialize(com.google.gson.JsonElement,java.lang.reflect.Type,com.google.gson.JsonDeserializationContext)','java/sql/Date/Date(long) java/lang/StringBuilder/append(java.lang.String) java/lang/IllegalArgumentException/IllegalArgumentException(java.lang.String) java/util/Date/getTime() java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder() java/sql/Timestamp/Timestamp(long) java/lang/StringBuilder/append(java.lang.Object) java/lang/Object/getClass('
'ndroid/support/v4/util/AtomicFile/startWrite()','android/util/Log/w(java.lang.String,java.lang.String) java/io/IOException/IOException(java.lang.String) java/lang/StringBuilder/append(java.lang.String) java/io/File/exists() java/io/File/mkdir() java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/io/File/renameTo(java.io.File) java/io/File/delete() java/io/FileOutputStream/FileOutputStream(java.io.File) java/lang/StringBuilder/toString() java/io/File/getParentFile('
'om/google/rconclient/rcon/RCon/banIPList()','java/lang/String/split(java.lang.String) java/lang/String/equals(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/lang/String/substring(int) java/lang/StringBuilder/append(char) java/lang/String/indexOf(int) java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) java/lang/String/trim('
'om/google/rconclient/rcon/RCon/send(int,byte[])','java/nio/ByteBuffer/put(byte[]) java/nio/ByteBuffer/put(byte) java/io/InputStream/read(byte[]) java/nio/ByteBuffer/get(byte[]) java/nio/ByteBuffer/order(java.nio.ByteOrder) java/io/OutputStream/flush() java/nio/ByteBuffer/wrap(byte[],int,int) java/nio/ByteBuffer/wrap(byte[]) java/io/OutputStream/write(byte[]) java/nio/ByteBuffer/putInt(int) java/nio/ByteBuffer/getInt('
'om/google/rconclient/rcon/RCon/whitelist()','java/lang/String/split(java.lang.String) java/lang/String/equals(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/lang/String/substring(int) java/lang/StringBuilder/append(char) java/lang/String/indexOf(int) java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) java/lang/String/trim('
'om/google/gson/internal/bind/JsonTreeReader/nextDouble()','java/lang/IllegalStateException/IllegalStateException(java.lang.String) java/lang/StringBuilder/append(java.lang.String) java/lang/Double/isNaN(double) java/lang/Double/isInfinite(double) java/lang/StringBuilder/StringBuilder() java/lang/NumberFormatException/NumberFormatException(java.lang.String) java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/append(double) java/lang/StringBuilder/toString() com/google/gson/internal/bind/JsonTreeReader/isLenient('
'e/shanked/nicatronTg/minercon/activities/ManageServer/onCreate(android.os.Bundle)','java/util/ArrayList/iterator() me/shanked/nicatronTg/minercon/activities/ManageServer/getIntent() android/widget/ArrayAdapter/ArrayAdapter(android.content.Context,int,int,java.lang.Object[]) java/util/Iterator/hasNext() me/shanked/nicatronTg/minercon/activities/ManageServer/getActionBar() android/app/ActionBar/setDisplayHomeAsUpEnabled(boolean) android/app/ActionBar/setListNavigationCallbacks(android.widget.SpinnerAdapter,android.app.ActionBar$OnNavigationListener) java/util/Iterator/next() java/lang/String/equals(java.lang.Object) android/app/ActionBar/getThemedContext() me/shanked/nicatronTg/minercon/activities/ManageServer/requestWindowFeature(int) android/os/Bundle/getString(java.lang.String) android/app/ActionBar/setDisplayShowTitleEnabled(boolean) android/app/ActionBar/setNavigationMode(int) java/util/ArrayList/ArrayList() me/shanked/nicatronTg/minercon/activities/ManageServer/setContentView(int) android/content/Intent/getExtras() java/io/FileNotFoundException/printStackTrace() me/shanked/nicatronTg/minercon/activities/ManageServer/getString(int'
'ndroid/support/v4/view/ViewPager/dataSetChanged()','java/util/ArrayList/remove(int) android/view/View/getLayoutParams() java/lang/Math/max(int,int) java/util/Collections/sort(java.util.List,java.util.Comparator) java/util/ArrayList/size() android/support/v4/view/ViewPager/getChildAt(int) android/support/v4/view/ViewPager/requestLayout() android/support/v4/view/ViewPager/getChildCount() java/lang/Math/min(int,int) java/util/ArrayList/get(int'
'ndroid/support/v4/view/ViewPager/initViewPager()','android/view/ViewConfiguration/get(android.content.Context) android/support/v4/view/ViewPager/setFocusable(boolean) android/support/v4/view/ViewPager/setDescendantFocusability(int) android/support/v4/view/ViewPager/setWillNotDraw(boolean) android/support/v4/view/ViewPager/getContext() android/content/Context/getResources() android/content/res/Resources/getDisplayMetrics() android/widget/Scroller/Scroller(android.content.Context,android.view.animation.Interpolator) android/view/ViewConfiguration/getScaledMaximumFlingVelocity('
'ndroid/support/v4/view/ViewPager/draw(android.graphics.Canvas)','android/graphics/Canvas/translate(float,float) android/graphics/Canvas/restoreToCount(int) android/view/ViewGroup/draw(android.graphics.Canvas) android/support/v4/view/ViewPager/getPaddingTop() android/support/v4/view/ViewPager/getHeight() android/graphics/Canvas/rotate(float) android/graphics/Canvas/save() android/support/v4/view/ViewPager/getPaddingBottom() android/support/v4/view/ViewPager/getWidth('
'ndroid/support/v4/view/ViewPager/recomputeScrollPosition(int,int,int,int)','android/widget/Scroller/isFinished() java/util/ArrayList/isEmpty() android/support/v4/view/ViewPager/scrollTo(int,int) android/widget/Scroller/startScroll(int,int,int,int,int) android/support/v4/view/ViewPager/getScrollX() android/support/v4/view/ViewPager/getScrollY() android/widget/Scroller/getDuration() android/widget/Scroller/timePassed() java/lang/Math/min(float,float'
'ndroid/support/v4/view/ViewPager/onMeasure(int,int)','android/view/View/getLayoutParams() android/support/v4/view/ViewPager/getPaddingLeft() android/support/v4/view/ViewPager/getPaddingBottom() android/support/v4/view/ViewPager/getPaddingTop() android/support/v4/view/ViewPager/setMeasuredDimension(int,int) android/support/v4/view/ViewPager/getPaddingRight() android/support/v4/view/ViewPager/getMeasuredHeight() android/view/View$MeasureSpec/makeMeasureSpec(int,int) android/view/View/getMeasuredHeight() android/view/View/getMeasuredWidth() android/support/v4/view/ViewPager/getDefaultSize(int,int) android/view/View/getVisibility() android/support/v4/view/ViewPager/getMeasuredWidth() android/support/v4/view/ViewPager/getChildAt(int) android/view/View/measure(int,int) android/support/v4/view/ViewPager/getChildCount() java/lang/Math/min(int,int'
'ndroid/support/v4/view/ViewPager/onTouchEvent(android.view.MotionEvent)','android/view/MotionEvent/getEdgeFlags() android/view/VelocityTracker/addMovement(android.view.MotionEvent) android/view/MotionEvent/getX() android/support/v4/view/ViewPager/getScrollX() android/view/VelocityTracker/computeCurrentVelocity(int,float) android/view/MotionEvent/getAction() java/lang/Math/abs(float) android/support/v4/view/ViewPager/getWidth() android/view/MotionEvent/getY() android/widget/Scroller/abortAnimation() android/view/VelocityTracker/obtain('
'ndroid/support/v4/view/ViewPager/onLayout(boolean,int,int,int,int)','android/view/View/getLayoutParams() android/support/v4/view/ViewPager/getPaddingLeft() java/lang/Math/max(int,int) android/support/v4/view/ViewPager/getPaddingTop() android/support/v4/view/ViewPager/getPaddingRight() android/view/View$MeasureSpec/makeMeasureSpec(int,int) android/support/v4/view/ViewPager/getScrollX() android/support/v4/view/ViewPager/getChildCount() android/view/View/getMeasuredHeight() android/view/View/getMeasuredWidth() android/view/View/getVisibility() android/view/View/layout(int,int,int,int) android/support/v4/view/ViewPager/getPaddingBottom() android/support/v4/view/ViewPager/getChildAt(int) android/view/View/measure(int,int'
'ndroid/support/v4/view/ViewPager/onPageScrolled(int,float,int)','android/view/View/getLayoutParams() android/view/View/getMeasuredWidth() android/support/v4/view/ViewPager/getPaddingLeft() java/lang/Math/max(int,int) android/view/View/getWidth() android/support/v4/view/ViewPager/getPaddingRight() android/support/v4/view/ViewPager/getChildAt(int) android/support/v4/view/ViewPager/getChildCount() android/view/View/offsetLeftAndRight(int) android/support/v4/view/ViewPager/getWidth() android/view/View/getLeft() android/support/v4/view/ViewPager/getScrollX('
'ndroid/support/v4/view/ViewPager/fakeDragBy(float)','java/lang/IllegalStateException/IllegalStateException(java.lang.String) android/os/SystemClock/uptimeMillis() android/support/v4/view/ViewPager/scrollTo(int,int) android/view/VelocityTracker/addMovement(android.view.MotionEvent) java/util/ArrayList/size() android/support/v4/view/ViewPager/getWidth() android/support/v4/view/ViewPager/getScrollX() android/support/v4/view/ViewPager/getScrollY() java/util/ArrayList/get(int) android/view/MotionEvent/obtain(long,long,int,float,float,int) android/view/MotionEvent/recycle('
