@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'om/badlogic/gdx/input/RemoteInput/run()','java/io/DataInputStream/readFloat() java/net/Socket/setSoTimeout(int) java/lang/StringBuilder/toString() java/io/DataInputStream/readBoolean() java/lang/StringBuilder/append(java.lang.String) java/io/PrintStream/println(java.lang.String) java/lang/StringBuilder/append(int) java/io/DataInputStream/readInt() java/io/DataInputStream/DataInputStream(java.io.InputStream) java/io/DataInputStream/readChar() java/net/ServerSocket/accept() java/net/Socket/setTcpNoDelay(boolean'
'om/badlogic/gdx/scenes/scene2d/ui/Container/draw(com.badlogic.gdx.graphics.g2d.Batch,float)','com/badlogic/gdx/scenes/scene2d/ui/Container/resetTransform(com.badlogic.gdx.graphics.g2d.Batch) com/badlogic/gdx/scenes/scene2d/ui/Container/getX() com/badlogic/gdx/scenes/scene2d/ui/Container/drawChildren(com.badlogic.gdx.graphics.g2d.Batch,float) com/badlogic/gdx/scenes/scene2d/ui/Container/isTransform() com/badlogic/gdx/scenes/scene2d/ui/Container/clipBegin(float,float,float,float) com/badlogic/gdx/scenes/scene2d/ui/Container/getWidth() com/badlogic/gdx/scenes/scene2d/ui/Container/clipEnd() com/badlogic/gdx/scenes/scene2d/ui/Container/computeTransform() com/badlogic/gdx/scenes/scene2d/ui/Container/validate() com/badlogic/gdx/scenes/scene2d/ui/Container/applyTransform(com.badlogic.gdx.graphics.g2d.Batch,com.badlogic.gdx.math.Matrix4) com/badlogic/gdx/scenes/scene2d/ui/Container/getY() com/badlogic/gdx/scenes/scene2d/ui/Container/getHeight('
'om/badlogic/gdx/graphics/glutils/FrameBuffer/build()','java/nio/ByteOrder/nativeOrder() com/badlogic/gdx/graphics/Texture/getTextureObjectHandle() java/lang/IllegalStateException/IllegalStateException(java.lang.String) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/nio/ByteBuffer/order(java.nio.ByteOrder) java/nio/IntBuffer/flip() java/nio/IntBuffer/put(int) java/nio/IntBuffer/get(int) java/lang/StringBuilder/StringBuilder() java/nio/ByteBuffer/allocateDirect(int) java/nio/ByteBuffer/asIntBuffer() java/lang/StringBuilder/toString() java/nio/IntBuffer/clear('
'om/badlogic/gdx/utils/Json/readValue(java.lang.Class,java.lang.Class,com.badlogic.gdx.utils.JsonValue)','java/util/ArrayList/ArrayList() java/lang/Double/valueOf(java.lang.String) java/lang/Boolean/valueOf(boolean) java/lang/Class/isInterface() java/lang/Class/isArray() java/lang/Object/toString() java/lang/Boolean/valueOf(java.lang.String) java/lang/Class/getComponentType() java/lang/Double/valueOf(double) java/lang/Long/valueOf(long) java/lang/Byte/valueOf(byte) java/lang/StringBuilder/append(java.lang.String) java/lang/String/charAt(int) java/lang/Byte/valueOf(java.lang.String) java/lang/Short/valueOf(short) java/lang/Float/valueOf(float) java/util/HashMap/put(java.lang.Object,java.lang.Object) java/lang/String/equals(java.lang.Object) java/lang/Class/getName() java/lang/StringBuilder/StringBuilder() java/lang/Character/valueOf(char) java/util/List/add(java.lang.Object) java/lang/Short/valueOf(java.lang.String) java/lang/Integer/valueOf(int) java/lang/Float/valueOf(java.lang.String) java/lang/StringBuilder/append(java.lang.Object) java/lang/Integer/valueOf(java.lang.String) java/lang/Class/getEnumConstants() java/lang/Float/toString(float) java/lang/Long/valueOf(java.lang.String) java/lang/StringBuilder/toString('
'om/badlogic/gdx/utils/Json/writeFields(java.lang.Object)','java/lang/Object/equals(java.lang.Object) java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/util/Iterator/next() java/lang/StringBuilder/toString() java/lang/Class/getName() java/lang/StringBuilder/StringBuilder() java/lang/StringBuilder/append(java.lang.Object) java/lang/Object/getClass('
'om/badlogic/gdx/utils/Json/writeValue(java.lang.Object,java.lang.Class,java.lang.Class)','java/lang/Class/isPrimitive() java/util/Set/iterator() java/lang/Class/isArray() java/lang/Object/equals(java.lang.Object) java/lang/Class/getSuperclass() java/util/Iterator/hasNext() java/lang/Class/getComponentType() java/lang/StringBuilder/append(java.lang.String) java/util/Map$Entry/getKey() java/util/Iterator/next() java/lang/StringBuilder/StringBuilder() com/badlogic/gdx/utils/OrderedMap/get(java.lang.Object) java/lang/StringBuilder/append(java.lang.Object) java/lang/Object/getClass() java/util/Map$Entry/getValue() java/util/Collection/iterator() java/util/Map/entrySet() java/lang/Class/getEnumConstants() java/lang/StringBuilder/toString('
'om/badlogic/gdx/utils/UBJsonWriter/value(java.lang.Object)','java/io/IOException/IOException(java.lang.String) java/lang/Number/doubleValue() java/lang/Number/intValue() java/lang/Number/byteValue() java/lang/Number/floatValue() java/lang/Number/shortValue() java/lang/Object/toString() java/lang/Character/charValue() java/lang/Number/longValue('
'om/badlogic/gdx/graphics/glutils/ETC1$ETC1Data/write(com.badlogic.gdx.files.FileHandle)','java/io/DataOutputStream/write(byte[],int,int) java/util/zip/GZIPOutputStream/GZIPOutputStream(java.io.OutputStream) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder() java/nio/ByteBuffer/position(int) java/io/DataOutputStream/DataOutputStream(java.io.OutputStream) java/lang/Math/min(int,int) java/io/DataOutputStream/writeInt(int) java/nio/ByteBuffer/get(byte[],int,int) java/nio/ByteBuffer/capacity() java/nio/ByteBuffer/remaining() java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/toString() java/nio/ByteBuffer/limit(int'
'om/badlogic/gdx/backends/android/AndroidFragmentApplication/initializeForView(com.badlogic.gdx.ApplicationListener,com.badlogic.gdx.backends.android.AndroidApplicationConfiguration)','java/lang/Class/getDeclaredMethod(java.lang.String,java.lang.Class[]) android/os/Handler/Handler() java/lang/reflect/Method/invoke(java.lang.Object,java.lang.Object[]) java/lang/Class/forName(java.lang.String) java/lang/Class/newInstance() android/content/res/Resources/getAssets() java/io/File/getAbsolutePath() com/badlogic/gdx/backends/android/AndroidFragmentApplication/getResources() com/badlogic/gdx/backends/android/AndroidFragmentApplication/getActivity() android/support/v4/app/FragmentActivity/getFilesDir('
'om/badlogic/gdx/graphics/g2d/PolygonRegionLoader/getDependencies(java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.graphics.g2d.PolygonRegionLoader$PolygonRegionParameters)','java/io/BufferedReader/close() java/lang/StringBuilder/append(java.lang.String) java/lang/String/length() java/lang/StringBuilder/StringBuilder() java/lang/String/concat(java.lang.String) java/lang/String/substring(int) java/io/BufferedReader/readLine() java/lang/StringBuilder/toString() java/lang/Class/getSimpleName() java/lang/String/startsWith(java.lang.String'
